"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1882530869010989287","Thu Jan 23 20:48:29 +0000 2025","17005","President Trump signs executive order to develop a new strategic stockpile of Bitcoin for the United States https://t.co/7U8yc3tdEM","1882530869010989287","https://pbs.twimg.com/amplify_video_thumb/1882530814035914752/img/7qBQH1ajhzkyRwXh.jpg","","en","DM with post submissions","625","870","3368","https://x.com/DocumentingBTC/status/1882530869010989287","1337780902680809474","DocumentingBTC"
"1881844723956289950","Tue Jan 21 23:21:59 +0000 2025","2421","A #Bitcoin Classic https://t.co/aQUdSNT44d","1881844723956289950","https://pbs.twimg.com/amplify_video_thumb/1881844604858671104/img/XcXV-LB7WVS1iopE.jpg","","en","","57","54","610","https://x.com/ronin21btc/status/1881844723956289950","1365618894392741890","ronin21btc"
"1883142259509731632","Sat Jan 25 13:17:56 +0000 2025","119","Is this relatable? #Bitcoin $BTC https://t.co/8LLll30bVG","1883142259509731632","https://pbs.twimg.com/ext_tw_video_thumb/1883142231043039232/pu/img/muUM2alKrdqNpBvF.jpg","","en","","3","49","46","https://x.com/wiseadvicesumit/status/1883142259509731632","519807680","wiseadvicesumit"
"1882760350996816317","Fri Jan 24 12:00:22 +0000 2025","1595","Next Alt-season remember this: https://t.co/8WySNV871u","1882760350996816317","https://pbs.twimg.com/amplify_video_thumb/1882760338598404096/img/QxHjmjV_z5eOqT9q.jpg","","en","Internet","11","54","204","https://x.com/btc_charlie/status/1882760350996816317","1008431216796798977","btc_charlie"
"1883183743537742306","Sat Jan 25 16:02:46 +0000 2025","317","12 months from now everyone is going to say you were lucky for buying Bitcoin at $100K.","1883183743537742306","","","en","","2","36","23","https://x.com/TheBTCTherapist/status/1883183743537742306","1415064893628297217","TheBTCTherapist"
"1883068171516858857","Sat Jan 25 08:23:32 +0000 2025","290","GM #Bitcoin #160 #BlackSats Inscribed on a Black Omega Uncommon. Sat Number ◉ 1927007499999999 https://t.co/il2i11up33","1883068171516858857","https://pbs.twimg.com/media/GiIAhUzXIAASThp.jpg","","en","Classified","0","285","13","https://x.com/BultimBTC/status/1883068171516858857","1478126233242198024","BultimBTC"
"1883177809000186229","Sat Jan 25 15:39:12 +0000 2025","112","This chart shows Bitcoin's price history and projections using quantile regression a method of trendlines where a set percentage of data points fall below. These lines illustrate potential price ranges Bitcoin could reach by 2030 based on past trends https://t.co/59Rr8fI1rx","1883177809000186229","https://pbs.twimg.com/ext_tw_video_thumb/1881894942794002432/pu/img/pgm9t3Lt7LvTBkTv.jpg","","en","DM with post submissions","2","20","29","https://x.com/DocumentingBTC/status/1883177809000186229","1337780902680809474","DocumentingBTC"
"1882534615405191186","Thu Jan 23 21:03:22 +0000 2025","77","If #BTC hit $112 000 next 24hours will give someone 0.1 BTC that Like this post. RT","1882534615405191186","","","en","","0","30","45","https://x.com/s_rubydrew/status/1882534615405191186","1666805231038889984","s_rubydrew"
"1883198297453822086","Sat Jan 25 17:00:36 +0000 2025","56","#Bitcoin Acceleration phase Historically the end of January in the 4th cycle year marks the start of #BTC's acceleration phase. Remember as markets mature returns tend to diminish. https://t.co/imJ0sg8YpD","1883198297453822086","https://pbs.twimg.com/media/GiJ2yTHXsAAwf43.jpg","","en","Not Financial Advice - DYOR","1","6","9","https://x.com/Washigorira/status/1883198297453822086","1130054999139131392","Washigorira"
"1882809527856505079","Fri Jan 24 15:15:47 +0000 2025","5695"," Soon every billionaire will buy a billion dollars of #Bitcoin and the supply shock will be so great that we will stop measuring BTC in terms of fiat. - Michael Saylor https://t.co/9PtumHfd86","1882809527856505079","https://pbs.twimg.com/amplify_video_thumb/1882809468288733184/img/NuieBxJ-Nzl0U3rg.jpg","","en","","48","217","771","https://x.com/Vivek4real_/status/1882809527856505079","851277718368829443","Vivek4real_"
"1883200226359402625","Sat Jan 25 17:08:16 +0000 2025","16"," 5 Takipçime 7.500 Tl Hediye Takip Et ▶️ @Crypto_Tigeer Kanala Katıl ▶️ https://t.co/FeD3cy9Ybc Rt &amp; Like ⏰ Süre 24 Saat ⏰ #Btc #Eth #Trump #Giveaway #Cekilis","1883200226359402625","","","tr","","0","4","13","https://x.com/borsaressami/status/1883200226359402625","4508010263","borsaressami"
"1883160073876418674","Sat Jan 25 14:28:43 +0000 2025","1151"," REMEMBER THIS: RIPPLE CEO BRAD GARLINGHOUSE: „BITCOIN HAS BEEN A SUCCESSFUL EXPERIMENT BUT NOT WHEN IT COMES TO PAYMENTS! BTC = BETA TEST COIN #XRP = FINAL PRODUCT https://t.co/OoJ46NijyJ","1883160073876418674","https://pbs.twimg.com/amplify_video_thumb/1883160015411806208/img/ziw_bW6XsZe54UiP.jpg","","en","Dubai","16","44","228","https://x.com/_Crypto_Barbie/status/1883160073876418674","1492597243953790987","_Crypto_Barbie"
"1882435480610058467","Thu Jan 23 14:29:27 +0000 2025","930","世界最大の運用会社のブラックロックのCEOラリー・フィンク氏 「ビットコイン1枚あたり70万ドル(1億1000万円)になるでしょう」 #BTC #ビットコイン https://t.co/4D1T2V0msf","1882435480610058467","https://pbs.twimg.com/ext_tw_video_thumb/1882433239148855296/pu/img/Z4qhAZLSvPhjm3D0.jpg","","ja","東京都","16","17","125","https://x.com/angorou7/status/1882435480610058467","1391262362","angorou7"
"1882355051504767066","Thu Jan 23 09:09:51 +0000 2025","346","【何が正しいのか分からない】 これはFXを始めて３年目の私が毎日思っていたことです。 BTCにも使えるので仮想通貨勢の人もよかったら読んでください。 1日10時間も勉強してるのにやればやるほどお金は減ってメンタルもぐちゃぐちゃになって最悪。 でも、勝ちたい！稼ぎたい！ https://t.co/uS0FfsFtfM","1882355051504767066","https://pbs.twimg.com/amplify_video_thumb/1882355042688344064/img/ink5i7SApz0c2lcc.jpg","","ja","","7","267","77","https://x.com/makitofx/status/1882355051504767066","1437426615659675649","makitofx"
"1883056435153842649","Sat Jan 25 07:36:54 +0000 2025","1956","You can love $XRP You can hate $XRP But it s going to $10","1883056435153842649","","","en","Dubai","6","269","211","https://x.com/MaxBrownBTC/status/1883056435153842649","1642604437","MaxBrownBTC"
"1883190494261326292","Sat Jan 25 16:29:36 +0000 2025","220","$BTC price action is now completely driven by institutions. Since the US election large investors have bought 200K+ BTC while retail has sold. This is one of the reasons behind the Altseason delay as in past cycles there was a liquidity outflow from BTC into alts. But now https://t.co/s7h1SBAlfN","1883190494261326292","https://pbs.twimg.com/media/GiJvwenXQAAbIvE.jpg","","en","Dubai, United Arab Emirates","0","159","132","https://x.com/cas_abbe/status/1883190494261326292","1242073759735058432","cas_abbe"
"1883193424511447459","Sat Jan 25 16:41:15 +0000 2025","33","Hey @BitcoinPierre - want to run the numbers on a live stream with myself and a bunch of guests sometime soon? https://t.co/cMGBc3QLfD","1883193424511447459","https://pbs.twimg.com/tweet_video_thumb/GiJybqYXAAAj0bH.jpg","","en","Citadel #117","0","7","8","https://x.com/BTCsessions/status/1883193424511447459","2298103730","BTCsessions"
"1882659751525576823","Fri Jan 24 05:20:37 +0000 2025","14","https://t.co/2LkaMXUwEZ","1882659751525576823","https://pbs.twimg.com/media/GiBfbPMbgAAsEPt.jpg","","zxx","","0","0","8","https://x.com/MichaelOnBTC/status/1882659751525576823","1212678604632379394","MichaelOnBTC"
"1882025316929200498","Wed Jan 22 11:19:36 +0000 2025","328","2 #Bitcoin A person who retweets follows me will receive 2 $BTC ( $210.000 ) (yes for real) Retweet my pinned post https://t.co/x8F11zkMwE","1882025316929200498","https://pbs.twimg.com/media/Gh5MDVXWgAAzH-V.jpg","","en","","4","344","340","https://x.com/Cryptoemperor06/status/1882025316929200498","1491826285911412737","Cryptoemperor06"
"1883167957666476356","Sat Jan 25 15:00:03 +0000 2025","15"," BREAKING: U.S. President Donald Trump signs an executive order to make the U.S. the crypto capital of the world! The future of crypto is here don t miss out! Start trading on #AscendEX now and ride the wave! https://t.co/ze92aK3ngh #AscendEX #Trump #BTC #Bitcoin https://t.co/FeMh7UNxcz","1883167957666476356","https://pbs.twimg.com/ext_tw_video_thumb/1883123490175500288/pu/img/ZCiffLxzsLt7PjYy.jpg","","en","Blockchain","0","4","9","https://x.com/AscendEX_/status/1883167957666476356","1007389104701673473","AscendEX_"
"1883171975595741515","Sat Jan 25 15:16:01 +0000 2025","384","why is $VINE pumping? https://t.co/mIF7d0MIyC","1883171975595741515","https://pbs.twimg.com/media/GiJe7RqWsAAF85i.jpg","","en","$BTC","5","98","54","https://x.com/greybtc/status/1883171975595741515","575549618","greybtc"
"1883184732793626676","Sat Jan 25 16:06:42 +0000 2025","112","Big things are coming to @HyBridgeHL Preparations for the next wave. Hyperliquid. https://t.co/fYt216QOKo","1883184732793626676","https://pbs.twimg.com/media/GiJqh_HWwAAK95h.jpg","","en","","3","15","17","https://x.com/NMTD8/status/1883184732793626676","1323263916693225472","NMTD8"
"1882873086665801743","Fri Jan 24 19:28:20 +0000 2025","2758","I proudly hold $XRP and $BTC .","1882873086665801743","","","en","Los Angeles, California ","20","453","181","https://x.com/CryptoWendyO/status/1882873086665801743","935742315389444096","CryptoWendyO"
"1883194098875765096","Sat Jan 25 16:43:55 +0000 2025","117","$Bert Is this too much to ask for? Reclaiming the range and about to break a nice diagonal. https://t.co/8mhsB0w16v","1883194098875765096","https://pbs.twimg.com/media/GiJzCVkXcAA5l45.jpg","","en","Internet","2","56","46","https://x.com/btc_charlie/status/1883194098875765096","1008431216796798977","btc_charlie"
"1883196869683433829","Sat Jan 25 16:54:56 +0000 2025","62","i went to wharton. i worked at goldman sachs and blackstone. i ve analysed thousands of stocks and crypto. i m proud to say i believe both $XRP and $BTC (among others) will play a pivotal role in the future of finance.","1883196869683433829","","","en","Earth","1","10","13","https://x.com/dom_kwok/status/1883196869683433829","1956390673","dom_kwok"
"1883112292054888544","Sat Jan 25 11:18:51 +0000 2025","883","#Bitcoin Breakout Attempt #BTC is testing the blue line of the Power Law Corridor. With the monthly close just 6 days away this could be the time it breaks through. Keep an eye on it. https://t.co/np2RDFQbKZ","1883112292054888544","https://pbs.twimg.com/media/GiIoMLHWEAAx9UY.jpg","","en","Not Financial Advice - DYOR","8","51","181","https://x.com/Washigorira/status/1883112292054888544","1130054999139131392","Washigorira"
"1883181130222080480","Sat Jan 25 15:52:23 +0000 2025","179","$BTC #BTC 🆘🆘هام جدًا وحصري ⏳هل تعلم؟ سيتم مشاركة سر من أسرار السوق اليوم مساءا بحول الله اذا شفت تفاعل مع البوست ريتويت +لايك ولاتنسى تفعيل التنبيهات https://t.co/ednweROQeU https://t.co/u9x8JjRulA","1883181130222080480","https://pbs.twimg.com/media/GiJnQLhXEAEie6F.jpg","","ar","France","0","32","51","https://x.com/Medjadi29/status/1883181130222080480","1587405347668508672","Medjadi29"
"1883120792537543114","Sat Jan 25 11:52:38 +0000 2025","1078"," #Cadano will be able to sign #Bitcoin transactions while using $ADA as the gas fee BULLISH @IOHK_Charles $BTC https://t.co/IQq3CtqlP9","1883120792537543114","https://pbs.twimg.com/amplify_video_thumb/1850507921270177792/img/z_IVbGK_WPCu5yp5.jpg","","en","","2","11","184","https://x.com/LeaderAlphaNews/status/1883120792537543114","1725325859488477184","LeaderAlphaNews"
"1883158479395074076","Sat Jan 25 14:22:23 +0000 2025","375","I think having a strategic crypto reserve with multiple digital assets is a great idea - #BTC and the #XRPL can both win. A lot of people seem to be spreading some misinformation lately so let's break down why #XRP is actually MORE decentralized than #Bitcoin. 1/22 https://t.co/WBS3lR7n96","1883158479395074076","https://pbs.twimg.com/ext_tw_video_thumb/1883157484577099776/pu/img/n9qxJibYdBU0dVwC.jpg","","en","Fort Smith, AR","11","21","119","https://x.com/realMaxAvery/status/1883158479395074076","83501160","realMaxAvery"
"1882526129711702322","Thu Jan 23 20:29:39 +0000 2025","361","if #BTC hit $111 800 next 24hours will give someone 0.1 BTC that Like this post.","1882526129711702322","","","en","","1","104","50","https://x.com/cryptoadina/status/1882526129711702322","1481878786127929346","cryptoadina"
"1883199959580713470","Sat Jan 25 17:07:13 +0000 2025","4"," $BTC Weekend Alert: High-Leverage Liquidation Zones Set the Stage! Key Levels to Watch: ⬇️ Long liqs Cluster: 103K ⬆️ Short liqs Wall: 106K Why It Matters: Shorts vs. Longs: Cumulated liquidations could trigger explosive volatility. Weekend Playbook: Thin liquidity https://t.co/5wciNVPmqy","1883199959580713470","https://pbs.twimg.com/media/GiJ3aQyWYAAo-wU.jpg","","en","Matching Engine","0","3","1","https://x.com/kingfisher_btc/status/1883199959580713470","1318472211234230273","kingfisher_btc"
"1882549521508712459","Thu Jan 23 22:02:36 +0000 2025","452","SNEK is a movement https://t.co/hBUwrSOFGF","1882549521508712459","https://pbs.twimg.com/media/GiAozzoX0AASajU.jpg","","en","Atlanta, GA","0","29","92","https://x.com/deezy_BTC/status/1882549521508712459","66809779","deezy_BTC"
"1883200228427501823","Sat Jan 25 17:08:17 +0000 2025","7","Trump s crypto play: a working group for regulation and a ban on CBDCs. His crypto czar is making BTC his new favorite toy while fully embracing DeFi.","1883200228427501823","","","en","","0","4","0","https://x.com/wallstreetbets/status/1883200228427501823","588569122","wallstreetbets"
"1883194370234650693","Sat Jan 25 16:45:00 +0000 2025","15","Today Bitcoiners can send payments to others instantly and for less than $0.01 no need to open channels or stress over liquidity. They can even use human-readable .btc addresses to do it That's the power of bitcoin wrapped in Leather ","1883194370234650693","","","en","Install for free →","0","7","3","https://x.com/LeatherBTC/status/1883194370234650693","1591032279710797825","LeatherBTC"
"1883165787105759591","Sat Jan 25 14:51:25 +0000 2025","103","世界最长寿的人，是在尼泊尔山洞里发现的西藏的一个和尚，206岁，他处于一种深度冥想状态中，首次发现时被认为是木乃伊，直到人类学家检查木乃伊，才发现还有生命体征，他的物品中，发现有一卷传世经书，经文第一段写着我草拟麻的山寨季，经文最后一段写着点赞必发财。","1883165787105759591","","","zh","","1","49","6","https://x.com/btc100w100w/status/1883165787105759591","1627834175721185280","btc100w100w"
"1882875448394424725","Fri Jan 24 19:37:43 +0000 2025","492","Drop your $BTC address I will send you $70 000 in 24h (Yes for Real ) RT and Follow Retweet my pinned post https://t.co/Gj9gUwsZJM","1882875448394424725","https://pbs.twimg.com/media/GiFRPgwWkAAmN6r.jpg","","en","San Francisco, CA","4","391","517","https://x.com/Bitcoinprof0637/status/1882875448394424725","1477731968376782850","Bitcoinprof0637"
"1883002076948824182","Sat Jan 25 04:00:54 +0000 2025","277","有言実行 エントリーから利確の瞬間まで 全てリアルタイムで公開しながら 100 000円→11 515 385円 私だけ見てれば '誰でも少額から1000万稼げます 投資会最強の手法が欲しい人は 10分以内に「いいね＆一言リプ」 @_ART001 のフォロー必須。 S&amp;P500給与明細BTC物価高騰 https://t.co/1tSzCpMVVk","1883002076948824182","https://pbs.twimg.com/amplify_video_thumb/1883002004890697728/img/T-A6aMVGw1josYGK.jpg","","ja","投資の本質を学べる配信部屋→","0","183","82","https://x.com/_ART001/status/1883002076948824182","1367016037867089921","_ART001"
"1883198072932684054","Sat Jan 25 16:59:43 +0000 2025","18","Everyone sabi Bastille sit down","1883198072932684054","","","en","Lagos, Nigeria","0","11","3","https://x.com/BastilleBtc/status/1883198072932684054","1653623026045579265","BastilleBtc"
"1883071933660668069","Sat Jan 25 08:38:29 +0000 2025","75","gm Have a great weekend! https://t.co/e5dliGjS0c","1883071933660668069","https://pbs.twimg.com/tweet_video_thumb/GiID6K6XMAAvhhJ.jpg","","en","","0","46","23","https://x.com/0xCobra_/status/1883071933660668069","887205192063754241","0xCobra_"
"1883137178647298197","Sat Jan 25 12:57:45 +0000 2025","277","I had a dream that 10 People from my community are getting a car this year I hope you are one of them ","1883137178647298197","","","en","Metaverse","2","82","11","https://x.com/Web3_Dad/status/1883137178647298197","1093102483612803073","Web3_Dad"
"1883164901813936558","Sat Jan 25 14:47:54 +0000 2025","42","$BTC is like that one friend who always shows up uninvited but ends up being the life of the party!","1883164901813936558","","","en","","0","27","5","https://x.com/DyorCryptoMind/status/1883164901813936558","1548034063398686723","DyorCryptoMind"
"1883184554648940578","Sat Jan 25 16:06:00 +0000 2025","148","#Bitcoin whales accumulating $BTC non stop https://t.co/1znU1rhmia","1883184554648940578","https://pbs.twimg.com/media/GhwKz0fXIAAjJ0n.jpg","","en","","0","19","25","https://x.com/crypto_rand/status/1883184554648940578","859484337850523648","crypto_rand"
"1883120298029138151","Sat Jan 25 11:50:40 +0000 2025","266","Bạn nào còn nhớ video này lúc BTC xoay quanh mức $10K... Cảm giác của Thuận giờ cũng tương tự chỉ khác là BTC giờ xoay quanh mức $100K. https://t.co/yrC3nm0pdF","1883120298029138151","https://pbs.twimg.com/ext_tw_video_thumb/1883119896982392832/pu/img/7DCSlna1LJ5AFVfX.jpg","","vi","Moon","0","24","9","https://x.com/ThuanCapital/status/1883120298029138151","952136206980009985","ThuanCapital"
"1883159232171930093","Sat Jan 25 14:25:23 +0000 2025","260","🇺🇸 President Trump's EO on crypto protects $BTC miners &amp; coders from persecution https://t.co/3G4GfqMPZg","1883159232171930093","https://pbs.twimg.com/ext_tw_video_thumb/1883158139710648320/pu/img/G0mRjpxB8U1cp4GB.jpg","","en","Worldwide","2","14","51","https://x.com/CryptosR_Us/status/1883159232171930093","877357064724520961","CryptosR_Us"
"1883048588282052612","Sat Jan 25 07:05:43 +0000 2025","2259","I lost a lot of followers and subscribers when tweeting negatively about XRP. Good riddance.","1883048588282052612","","","en","Norway🇳🇴","5","239","89","https://x.com/BTC_for_Freedom/status/1883048588282052612","1390199742114770947","BTC_for_Freedom"
"1883134638442594655","Sat Jan 25 12:47:39 +0000 2025","44","Watching $BTC climb while planning my next move. What's your strategy for the bull run?","1883134638442594655","","","en","","0","9","5","https://x.com/deep_kumar_1/status/1883134638442594655","1427486697743273984","deep_kumar_1"
"1883149137237229865","Sat Jan 25 13:45:16 +0000 2025","74","Now that $BTC has established a floor at $100K and is on track to close the monthly candle around this level what s your next price prediction if all Bitcoin price catalysts align? $120K? $150K? $160K? $180K? Or $200K? Share your thoughts in the comments below. https://t.co/epn9hruw8C","1883149137237229865","https://pbs.twimg.com/media/GiJKJxqXgAAYjwJ.jpg","","en","Jupiter ","0","18","20","https://x.com/Mayacrypt/status/1883149137237229865","62000272","Mayacrypt"
"1882641854552068273","Fri Jan 24 04:09:30 +0000 2025","1177","POV: You bought 0.99 BTC for $2000 instead of Gold in 2017 https://t.co/bEtVPhyoK5","1882641854552068273","https://pbs.twimg.com/ext_tw_video_thumb/1882344427869614080/pu/img/N6rrKspGHkGZxJn3.jpg","","en","🐈","5","19","88","https://x.com/naiivememe/status/1882641854552068273","1465903746408321026","naiivememe"
"1883085269731094732","Sat Jan 25 09:31:28 +0000 2025","145","If you re looking for an easy way to diversify your crypto portfolio check out @joincommonwlth. No more FOMO or rug pulls. They re launching Bundles on Jan 29th letting you invest in the top 5 crypto tokens (BTC ETH BNB SOL XRP) or popular meme coins (DOGE SHIB PEPE) all","1883085269731094732","","","en","Dubai, United Arab Emirates","0","61","40","https://x.com/WizzOfCrypto/status/1883085269731094732","1425524511508623361","WizzOfCrypto"
"1883015645882896825","Sat Jan 25 04:54:49 +0000 2025","1292","XRP is the biggest scam of all time If that triggers you you are an idiot","1883015645882896825","","","en","","7","144","90","https://x.com/Blue_CollarBTC/status/1883015645882896825","1394456118018166784","Blue_CollarBTC"
"1882328968449384634","Thu Jan 23 07:26:12 +0000 2025","253","Günaydın Canlar #BTC bildiğiniz gibi https://t.co/n32QSGzZbF","1882328968449384634","https://pbs.twimg.com/media/Gh9gLM_W8AAxKkg.jpg","","tr","Ankara","1","20","54","https://x.com/CryptoLFT/status/1882328968449384634","3297907612","CryptoLFT"
"1882459435295183359","Thu Jan 23 16:04:38 +0000 2025","922","SÖZÜM SÖZ #Ethereum 4000$ olduğunda bu postu beğenip beni takip eden 10 kişiye toplam 1000$ dağıtacağım! #Bitcoin | #Giveaway | #Trump | #BTC","1882459435295183359","","","tr","","0","123","52","https://x.com/masteroncrypto/status/1882459435295183359","1789858351821488129","masteroncrypto"
"1882500956912275763","Thu Jan 23 18:49:37 +0000 2025","852"," GIVEAWAY ALERT! Win $50 in BTC and kickstart your Bitcoin journey! To enter: 1️⃣ Like this tweet 2️⃣ Retweet it 3️⃣ Follow us @Satsurance One winner will be picked randomly in 24 hours. Don't miss out because stacking sats is just as important as securing them! ️","1882500956912275763","","","en","United States","1","430","1133","https://x.com/satsurance/status/1882500956912275763","1861548708426588160","satsurance"
"1882816058337493022","Fri Jan 24 15:41:43 +0000 2025","608","Buying more $BTC $ETH $BNB and $SOL","1882816058337493022","","","en","Blockchain","1","112","569","https://x.com/CryptoKing4Ever/status/1882816058337493022","384116520","CryptoKing4Ever"
